longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-117.79,33.88,17.0,8562.0,1351.0,3822.0,1316.0,6.0829,252600.0
-117.79,33.84,9.0,10484.0,1603.0,4005.0,1419.0,8.3931,365300.0
-117.79,33.8,11.0,10535.0,1620.0,4409.0,1622.0,6.67,283200.0
-117.79,33.73,3.0,8240.0,1410.0,3318.0,1270.0,7.2074,291300.0
-117.79,33.71,16.0,6339.0,862.0,3132.0,825.0,7.1069,313400.0
-117.79,33.7,16.0,6259.0,1098.0,3785.0,1114.0,6.3298,247100.0
-117.8,33.92,16.0,5819.0,986.0,2306.0,914.0,4.6315,277500.0
-117.8,33.87,16.0,5954.0,1281.0,3107.0,1209.0,4.2566,206100.0
-117.81,34.12,23.0,7063.0,1176.0,3100.0,1112.0,4.8229,192600.0
-117.81,34.08,13.0,18448.0,2474.0,7775.0,2397.0,7.7876,348900.0
-117.81,34.01,12.0,9197.0,1642.0,4332.0,1554.0,4.9589,282100.0
-117.81,33.79,25.0,5950.0,1155.0,4528.0,1064.0,4.2564,204600.0
-117.81,33.56,24.0,6258.0,1003.0,1730.0,752.0,10.9601,500001.0
-117.82,33.68,3.0,7105.0,1459.0,3068.0,1241.0,6.1395,358000.0
-117.83,34.14,26.0,8254.0,1153.0,3460.0,1131.0,6.5253,349900.0
-117.83,34.1,18.0,11026.0,1978.0,5407.0,1923.0,4.075,231100.0
-117.83,34.01,16.0,9446.0,1650.0,4911.0,1534.0,5.0111,212900.0
-117.83,33.99,14.0,17527.0,2751.0,8380.0,2676.0,6.2734,267000.0
-117.83,33.97,11.0,21533.0,3078.0,9671.0,2890.0,7.0329,368300.0
-117.83,33.87,5.0,6971.0,1449.0,3521.0,1423.0,5.2131,243900.0
-117.83,33.75,22.0,6433.0,1174.0,2703.0,1125.0,4.9957,296400.0
-117.83,33.74,23.0,6114.0,1623.0,4088.0,1521.0,3.0382,183600.0
-117.83,33.73,20.0,5768.0,1597.0,4853.0,1465.0,3.5387,160400.0
-117.84,34.63,5.0,6739.0,1251.0,4614.0,1266.0,4.002,115100.0
-117.84,34.1,17.0,7836.0,1624.0,4419.0,1526.0,3.8465,180700.0
-117.84,33.84,23.0,6157.0,1129.0,2817.0,1073.0,5.0629,232600.0
-117.84,33.82,24.0,10281.0,1689.0,4926.0,1629.0,4.7946,251200.0
-117.84,33.74,22.0,6072.0,1802.0,4715.0,1666.0,3.1353,121400.0
-117.84,33.64,11.0,6840.0,1689.0,6083.0,1629.0,2.4132,198300.0
-117.85,34.11,25.0,9255.0,1659.0,4944.0,1627.0,4.5708,223000.0
-117.85,33.77,23.0,5928.0,1204.0,3570.0,1150.0,4.0398,233100.0
-117.86,34.02,19.0,6300.0,937.0,3671.0,943.0,5.9716,262100.0
-117.86,33.99,10.0,17820.0,2812.0,8686.0,2666.0,6.3875,310700.0
-117.87,34.1,15.0,6409.0,1363.0,3359.0,1267.0,3.875,173300.0
-117.87,34.04,7.0,27700.0,4179.0,15037.0,4072.0,6.6288,339700.0
-117.87,33.63,9.0,6163.0,1004.0,1912.0,903.0,10.8289,500001.0
-117.88,34.08,30.0,6132.0,1538.0,3147.0,1449.0,2.7763,187800.0
-117.88,34.06,23.0,6689.0,1124.0,3081.0,1047.0,5.9254,491200.0
-117.88,34.01,16.0,6756.0,1332.0,4429.0,1299.0,4.7589,178200.0
-117.88,33.96,16.0,19059.0,3079.0,10988.0,3061.0,5.5469,265200.0
-117.88,33.93,17.0,6100.0,861.0,2771.0,866.0,7.6486,306700.0
-117.88,33.66,26.0,6017.0,1244.0,2673.0,1135.0,3.5426,295400.0
-117.88,33.63,21.0,9565.0,2289.0,3162.0,1831.0,4.7024,345400.0
-117.89,33.78,16.0,6352.0,1747.0,5085.0,1649.0,2.8835,193800.0
-117.9,34.04,15.0,11989.0,2185.0,6652.0,2081.0,4.5554,278300.0
-117.9,34.02,15.0,14058.0,2486.0,8997.0,2497.0,5.0704,226200.0
-117.9,33.99,18.0,8076.0,1789.0,5325.0,1707.0,3.443,171900.0
-117.9,33.98,20.0,9893.0,2283.0,7228.0,2159.0,3.253,186700.0
-117.9,33.97,23.0,7353.0,1255.0,4014.0,1124.0,5.4155,213200.0
-117.9,33.69,13.0,9947.0,1675.0,4071.0,1582.0,5.422,316600.0
-117.9,33.68,25.0,7060.0,1159.0,3903.0,1139.0,4.8359,249200.0
-117.91,34.04,15.0,8749.0,1761.0,5278.0,1691.0,4.6324,168800.0
-117.91,34.02,22.0,6269.0,1279.0,5587.0,1251.0,3.8201,136200.0
-117.91,34.02,17.0,5973.0,1384.0,4349.0,1229.0,3.2799,199300.0
-117.91,33.76,22.0,7531.0,1569.0,5254.0,1523.0,3.8506,167400.0
-117.91,33.67,16.0,7961.0,2276.0,5014.0,2116.0,3.512,218400.0
-117.92,33.98,10.0,16414.0,2919.0,8907.0,2714.0,6.1552,362500.0
-117.92,33.67,14.0,6224.0,1679.0,3148.0,1589.0,4.2071,430900.0
-117.93,34.15,14.0,9610.0,2005.0,4723.0,1907.0,4.0393,156800.0
-117.93,34.04,23.0,6361.0,1168.0,4580.0,1109.0,4.9342,181000.0
-117.93,33.65,26.0,5831.0,1546.0,4738.0,1477.0,3.1483,213000.0
-117.94,33.99,18.0,6100.0,1018.0,3112.0,982.0,4.9932,284000.0
-117.94,33.91,18.0,8836.0,1527.0,3946.0,1451.0,5.6441,313000.0
-117.95,34.16,17.0,7116.0,1089.0,3538.0,1083.0,6.2654,273800.0
-117.95,33.98,15.0,16042.0,2602.0,7732.0,2552.0,5.6716,330400.0
-117.95,33.85,13.0,6963.0,1426.0,3892.0,1375.0,4.1325,203500.0
-117.95,33.71,16.0,6058.0,1715.0,3285.0,1495.0,3.4133,290900.0
-117.95,33.7,17.0,5781.0,924.0,2585.0,915.0,5.343,231900.0
-117.95,33.63,17.0,6745.0,1547.0,2688.0,1535.0,3.9917,271600.0
-117.96,33.68,24.0,6517.0,1279.0,3441.0,1198.0,4.25,152100.0
-117.96,33.66,19.0,5925.0,744.0,2302.0,729.0,7.5699,333300.0
-117.97,33.66,14.0,6090.0,1338.0,1974.0,1248.0,2.8061,180300.0
-117.98,34.14,27.0,6341.0,1289.0,2899.0,1192.0,3.6336,235200.0
-117.98,33.91,16.0,10621.0,1782.0,3836.0,1480.0,5.0923,257200.0
-117.99,33.98,18.0,8399.0,1144.0,3727.0,1107.0,6.9695,360400.0
-117.99,33.92,27.0,5805.0,1152.0,3106.0,1144.0,4.061,222700.0
-118.0,34.03,25.0,6909.0,1154.0,3912.0,1121.0,5.257,226100.0
-118.0,33.97,30.0,6540.0,991.0,3124.0,953.0,6.0663,372600.0
-118.01,34.15,32.0,6597.0,1579.0,3689.0,1459.0,3.2377,184100.0
-118.01,34.07,22.0,6311.0,1572.0,6666.0,1456.0,2.9334,182600.0
-118.01,33.87,25.0,6348.0,1615.0,4188.0,1497.0,3.139,185700.0
-118.01,33.74,25.0,8110.0,1264.0,3613.0,1232.0,6.0609,264900.0
-118.01,33.71,18.0,6565.0,1357.0,3079.0,1248.0,4.7515,295600.0
-118.02,34.57,4.0,10655.0,1706.0,5391.0,1529.0,5.083,151300.0
-118.02,34.14,31.0,6854.0,1578.0,4131.0,1524.0,3.5878,222800.0
-118.02,34.04,28.0,6175.0,1449.0,5041.0,1408.0,2.8821,158100.0
-118.02,33.79,23.0,6368.0,1030.0,3281.0,1001.0,6.1142,240400.0
-118.02,33.73,24.0,6393.0,1141.0,2743.0,1057.0,5.1384,336900.0
-118.02,33.72,22.0,8844.0,1706.0,4404.0,1594.0,4.4453,267800.0
-118.03,34.58,4.0,9849.0,1780.0,4546.0,1598.0,4.0729,154300.0
-118.03,34.01,10.0,6531.0,1036.0,2975.0,1018.0,6.2319,403700.0
-118.04,33.84,21.0,6623.0,1204.0,3193.0,1129.0,4.5395,256000.0
-118.05,33.65,5.0,7017.0,935.0,2427.0,867.0,10.1154,477700.0
-118.06,34.13,28.0,12139.0,2873.0,5359.0,2731.0,3.292,227300.0
-118.06,33.88,17.0,7187.0,1073.0,3844.0,1068.0,6.5901,337400.0
-118.06,33.84,26.0,6960.0,1454.0,4367.0,1437.0,4.7953,210900.0
-118.07,34.56,5.0,10264.0,1821.0,5871.0,1790.0,4.2329,145500.0
-118.08,34.04,20.0,5841.0,1146.0,3273.0,1131.0,4.7222,185100.0
-118.08,33.81,20.0,6295.0,937.0,2292.0,874.0,7.6084,402500.0
-118.09,34.68,4.0,23386.0,4171.0,10493.0,3671.0,4.0211,144000.0
-118.09,34.57,4.0,9761.0,1683.0,4970.0,1535.0,4.5266,142900.0
-118.09,34.1,27.0,6010.0,1532.0,3620.0,1445.0,2.7436,201700.0
-118.09,33.85,19.0,8120.0,1371.0,5026.0,1345.0,6.3093,286500.0
-118.09,33.75,32.0,6239.0,974.0,2615.0,950.0,6.6188,380000.0
-118.1,34.7,5.0,10356.0,1647.0,4562.0,1427.0,4.9806,141100.0
-118.1,34.57,7.0,20377.0,4335.0,11973.0,3933.0,3.3086,138100.0
-118.1,33.88,18.0,8046.0,1221.0,4276.0,1228.0,6.5515,319600.0
-118.11,33.77,15.0,9103.0,1847.0,3333.0,1712.0,5.1508,367300.0
-118.12,34.56,5.0,6446.0,1154.0,3427.0,1104.0,3.9936,148500.0
-118.12,33.92,27.0,6336.0,1628.0,4673.0,1505.0,2.5893,183700.0
-118.12,33.89,22.0,6876.0,1960.0,5162.0,1879.0,2.9293,170800.0
-118.13,33.79,20.0,6678.0,1797.0,3625.0,1599.0,3.7716,242900.0
-118.14,34.57,6.0,9882.0,1892.0,4892.0,1621.0,3.7636,167600.0
-118.14,34.14,24.0,10239.0,2823.0,4210.0,2565.0,3.6997,225000.0
-118.14,33.87,21.0,6618.0,1773.0,4396.0,1649.0,3.0989,171400.0
-118.15,34.67,5.0,12317.0,2953.0,6291.0,2654.0,3.5732,146900.0
-118.15,34.12,36.0,6119.0,1513.0,2719.0,1402.0,3.8427,319700.0
-118.16,34.71,27.0,6007.0,998.0,2680.0,882.0,4.1719,117200.0
-118.16,34.6,5.0,7294.0,1139.0,3123.0,930.0,4.9904,154100.0
-118.16,34.6,2.0,11008.0,1549.0,4098.0,1367.0,6.4865,204400.0
-118.16,33.86,26.0,6607.0,1663.0,4066.0,1558.0,2.5068,156300.0
-118.17,34.67,5.0,8352.0,1555.0,3723.0,1389.0,4.5659,140300.0
-118.18,33.97,26.0,6895.0,1877.0,8551.0,1808.0,2.3175,154500.0
-118.18,33.89,25.0,5896.0,1464.0,4149.0,1362.0,2.6742,131900.0
-118.19,34.67,8.0,11275.0,1822.0,5731.0,1692.0,5.0285,167900.0
-118.19,34.22,32.0,10626.0,1504.0,4353.0,1482.0,9.8413,500001.0
-118.2,34.69,5.0,9076.0,1503.0,7694.0,1278.0,4.875,163400.0
-118.21,34.17,24.0,8590.0,1231.0,3401.0,1178.0,8.1325,472700.0
-118.22,34.63,4.0,14348.0,2145.0,5839.0,1806.0,5.3799,222400.0
-118.22,33.86,16.0,8732.0,1489.0,3944.0,1493.0,5.1948,203500.0
-118.24,33.83,22.0,7368.0,1367.0,4721.0,1342.0,4.8438,213100.0
-118.25,34.14,25.0,5980.0,1856.0,5217.0,1772.0,2.506,184500.0
-118.26,34.5,6.0,5813.0,908.0,2275.0,790.0,4.7778,340400.0
-118.26,34.18,32.0,14556.0,2077.0,5459.0,2017.0,8.1657,500001.0
-118.26,34.17,20.0,5949.0,1417.0,2593.0,1337.0,3.8576,318600.0
-118.26,33.85,24.0,9071.0,1335.0,4558.0,1327.0,5.542,197500.0
-118.27,34.22,34.0,8206.0,1186.0,3141.0,1150.0,7.2812,462200.0
-118.27,33.84,24.0,6303.0,1277.0,3728.0,1252.0,3.9227,208600.0
-118.28,34.07,25.0,7522.0,3179.0,7221.0,2902.0,2.0173,177500.0
-118.29,34.65,18.0,6893.0,1372.0,2837.0,1221.0,3.3173,218400.0
-118.29,33.81,19.0,7023.0,1538.0,3993.0,1412.0,5.0532,218200.0
-118.29,33.8,21.0,9944.0,1623.0,4185.0,1582.0,4.526,329400.0
-118.3,34.18,13.0,7174.0,1997.0,4293.0,1872.0,3.0973,251900.0
-118.3,34.1,35.0,7517.0,2961.0,5899.0,2769.0,1.9354,340000.0
-118.3,33.76,18.0,9659.0,1716.0,4336.0,1674.0,5.7764,290500.0
-118.31,34.22,27.0,7714.0,1132.0,3199.0,1100.0,7.1262,446200.0
-118.32,33.79,21.0,6638.0,1634.0,3240.0,1568.0,3.6797,271100.0
-118.32,33.74,24.0,6097.0,794.0,2248.0,806.0,10.1357,500001.0
-118.33,34.24,31.0,6434.0,1188.0,3540.0,1131.0,4.2639,293300.0
-118.33,34.2,23.0,7179.0,1985.0,4757.0,1924.0,3.1051,206500.0
-118.33,33.96,24.0,6513.0,1290.0,2636.0,1271.0,4.2099,189800.0
-118.33,33.91,8.0,10731.0,3335.0,7211.0,3028.0,2.455,192700.0
-118.33,33.9,21.0,6603.0,1984.0,5546.0,1745.0,2.6091,163900.0
-118.33,33.83,5.0,13038.0,2679.0,5272.0,2523.0,5.5023,286400.0
-118.33,33.72,25.0,6191.0,1081.0,2297.0,1023.0,6.4246,446700.0
-118.34,34.86,11.0,7353.0,1482.0,3571.0,1308.0,2.8097,130000.0
-118.34,34.16,25.0,6082.0,1763.0,2616.0,1644.0,3.6486,246900.0
-118.34,33.91,12.0,9975.0,3638.0,7429.0,3405.0,2.6689,192300.0
-118.34,33.78,25.0,11016.0,1626.0,4168.0,1584.0,8.1782,500001.0
-118.35,34.22,19.0,9259.0,1653.0,3963.0,1595.0,5.997,228700.0
-118.35,34.1,18.0,7432.0,2793.0,3596.0,2270.0,2.8036,225000.0
-118.35,34.07,45.0,7803.0,2154.0,3359.0,2041.0,3.3594,287500.0
-118.35,33.84,22.0,13133.0,3680.0,7180.0,3522.0,3.5414,354700.0
-118.35,33.82,28.0,7591.0,1710.0,3420.0,1635.0,4.0708,328900.0
-118.35,33.8,19.0,6224.0,1105.0,3152.0,1076.0,5.9541,500001.0
-118.35,33.74,25.0,8272.0,1132.0,3392.0,1132.0,10.0973,500001.0
-118.36,34.13,36.0,6871.0,1180.0,2216.0,1130.0,8.0499,495600.0
-118.36,33.84,22.0,11016.0,3170.0,6664.0,2838.0,3.703,361300.0
-118.36,33.81,25.0,9042.0,2022.0,4458.0,1944.0,4.5592,378800.0
-118.37,34.43,11.0,17339.0,2866.0,8721.0,2803.0,5.9507,225200.0
-118.37,34.16,6.0,6526.0,2007.0,3298.0,1790.0,2.7231,250000.0
-118.37,34.09,31.0,6348.0,1827.0,2559.0,1755.0,3.2818,225000.0
-118.37,33.97,32.0,6699.0,1781.0,2725.0,1544.0,3.3889,285700.0
-118.37,33.97,26.0,6672.0,1729.0,3333.0,1557.0,2.9646,179800.0
-118.37,33.77,26.0,6339.0,876.0,2540.0,880.0,10.1447,500001.0
-118.38,34.09,24.0,8264.0,2437.0,3148.0,2274.0,3.5659,281300.0
-118.38,34.01,18.0,9528.0,2075.0,3922.0,1920.0,4.7612,304100.0
-118.38,33.99,21.0,11308.0,3039.0,5127.0,2839.0,4.6277,228300.0
-118.38,33.84,25.0,5775.0,1149.0,2637.0,1117.0,5.4968,379800.0
-118.38,33.79,32.0,10445.0,1620.0,4474.0,1576.0,7.7042,500001.0
-118.38,33.77,21.0,11353.0,1537.0,4649.0,1504.0,9.821,500001.0
-118.38,33.75,23.0,8277.0,1290.0,3176.0,1159.0,7.6986,500001.0
-118.39,34.17,26.0,6429.0,1611.0,2806.0,1491.0,3.1929,265200.0
-118.4,34.28,16.0,6573.0,1480.0,6161.0,1473.0,3.3304,154900.0
-118.4,34.17,24.0,6347.0,1548.0,2945.0,1492.0,3.3545,221500.0
-118.4,34.13,32.0,8262.0,1156.0,2712.0,1125.0,10.5575,500001.0
-118.4,34.03,13.0,6152.0,1978.0,3397.0,1845.0,3.4058,275000.0
-118.4,34.02,19.0,7297.0,2331.0,3870.0,2144.0,3.116,300000.0
-118.41,35.63,15.0,5907.0,1257.0,2310.0,1001.0,2.3125,96900.0
-118.41,34.32,18.0,6572.0,1105.0,3473.0,1067.0,5.2987,203400.0
-118.41,34.05,16.0,9728.0,2211.0,3026.0,1899.0,5.8758,500001.0
-118.41,34.02,16.0,5825.0,1866.0,3390.0,1752.0,3.0965,320000.0
-118.41,33.77,22.0,7554.0,991.0,2808.0,946.0,10.06,500001.0
-118.42,33.75,22.0,17591.0,2604.0,6897.0,2492.0,8.2831,500001.0
-118.43,34.43,5.0,21113.0,4386.0,9842.0,3886.0,4.2037,194600.0
-118.43,34.33,18.0,5891.0,920.0,2882.0,911.0,5.901,235600.0
-118.43,34.15,28.0,6270.0,1706.0,2549.0,1497.0,3.2241,295800.0
-118.43,34.11,27.0,10806.0,1440.0,3511.0,1352.0,12.7296,500001.0
-118.43,34.0,28.0,6128.0,1963.0,3586.0,1815.0,2.7058,310900.0
-118.43,33.98,19.0,8324.0,1590.0,2927.0,1538.0,7.5426,351700.0
-118.43,33.96,16.0,14891.0,3984.0,6270.0,3595.0,5.1064,283200.0
-118.43,33.83,19.0,6206.0,1611.0,2455.0,1472.0,5.145,420200.0
-118.44,34.32,14.0,6235.0,1286.0,3568.0,1190.0,4.1724,211600.0
-118.44,34.21,20.0,5756.0,1477.0,4031.0,1369.0,3.2448,221200.0
-118.44,34.05,20.0,5943.0,1538.0,2492.0,1429.0,4.1141,305000.0
-118.44,34.0,22.0,5822.0,1707.0,3335.0,1585.0,3.1579,243100.0
-118.45,34.44,16.0,13406.0,2574.0,7030.0,2440.0,4.6861,187900.0
-118.45,34.24,11.0,9053.0,2193.0,7096.0,2038.0,3.5082,136500.0
-118.45,34.23,15.0,5738.0,1767.0,4620.0,1581.0,2.3584,157600.0
-118.45,34.16,22.0,7828.0,2038.0,3303.0,1922.0,3.6171,318300.0
-118.45,34.1,31.0,6675.0,842.0,2092.0,796.0,11.8442,500001.0
-118.46,34.4,12.0,25957.0,4798.0,10475.0,4490.0,4.542,195300.0
-118.46,34.32,10.0,5777.0,1112.0,2917.0,1056.0,4.1514,194100.0
-118.46,34.23,19.0,9902.0,2814.0,7307.0,2660.0,2.585,145400.0
-118.46,34.23,16.0,6338.0,1768.0,4718.0,1632.0,3.0187,154600.0
-118.46,34.19,20.0,5992.0,1820.0,4826.0,1632.0,2.7237,233500.0
-118.46,34.17,22.0,6707.0,1737.0,2620.0,1610.0,3.1478,273700.0
-118.46,34.05,25.0,6902.0,2138.0,3136.0,1844.0,2.6509,410000.0
-118.46,33.97,18.0,9430.0,2473.0,3408.0,2003.0,6.1726,500001.0
-118.47,34.23,22.0,8350.0,2717.0,9135.0,2452.0,2.5008,160000.0
-118.47,34.15,7.0,6306.0,1473.0,2381.0,1299.0,4.642,457300.0
-118.47,34.06,26.0,6577.0,1789.0,2937.0,1652.0,4.801,500001.0
-118.48,35.14,4.0,8417.0,1657.0,4631.0,1468.0,3.6949,115800.0
-118.48,34.14,31.0,9320.0,1143.0,2980.0,1109.0,10.3599,500001.0
-118.49,34.43,15.0,8244.0,1409.0,4453.0,1357.0,5.4829,199600.0
-118.49,34.26,25.0,8389.0,1872.0,4483.0,1747.0,3.5497,261300.0
-118.49,34.11,27.0,6603.0,879.0,2336.0,868.0,13.2935,500001.0
-118.5,34.52,3.0,6577.0,1056.0,3032.0,1004.0,5.9263,251800.0
-118.5,34.46,17.0,10267.0,1683.0,4956.0,1483.0,5.5061,239400.0
-118.5,34.03,32.0,6365.0,1784.0,2767.0,1698.0,3.6451,383300.0
-118.51,34.43,15.0,8510.0,1258.0,3733.0,1233.0,6.1082,253700.0
-118.51,34.3,24.0,6145.0,868.0,2710.0,875.0,7.5078,344000.0
-118.51,34.16,23.0,11154.0,1995.0,4076.0,1809.0,5.4609,500001.0
-118.51,34.14,28.0,6748.0,904.0,2431.0,876.0,12.8879,500001.0
-118.51,34.11,29.0,9013.0,1117.0,2919.0,1061.0,13.947,500001.0
-118.52,34.46,5.0,15341.0,2527.0,7270.0,2320.0,6.1281,236200.0
-118.52,34.4,5.0,7748.0,1557.0,4768.0,1393.0,5.305,311200.0
-118.52,34.32,18.0,7498.0,976.0,3189.0,955.0,8.1248,374000.0
-118.52,34.26,21.0,8850.0,2139.0,4717.0,1979.0,3.7816,254200.0
-118.52,34.25,11.0,7849.0,1664.0,3561.0,1500.0,4.6625,290900.0
-118.52,34.17,20.0,17377.0,4457.0,7450.0,4204.0,3.2154,259600.0
-118.52,34.02,24.0,7418.0,1755.0,2713.0,1577.0,5.0867,500001.0
-118.53,34.25,20.0,6331.0,1537.0,2957.0,1509.0,3.3892,323100.0
-118.53,34.18,16.0,7194.0,1976.0,3687.0,1894.0,3.1887,189300.0
-118.53,34.17,18.0,6430.0,1412.0,2897.0,1348.0,3.855,243800.0
-118.53,34.14,28.0,6920.0,906.0,2515.0,860.0,9.2189,500001.0
-118.54,34.28,10.0,7665.0,999.0,3517.0,998.0,10.8805,500001.0
-118.54,34.21,22.0,6064.0,1826.0,4876.0,1697.0,2.875,227100.0
-118.54,34.18,17.0,7214.0,1994.0,4100.0,1823.0,3.0943,174500.0
-118.54,34.05,33.0,6778.0,1092.0,2540.0,1052.0,8.565,500001.0
-118.55,34.44,14.0,15348.0,2366.0,7087.0,2169.0,6.3277,237700.0
-118.55,34.41,8.0,21086.0,3945.0,9936.0,3790.0,5.8602,265100.0
-118.55,34.39,16.0,8726.0,1317.0,3789.0,1279.0,6.8419,323300.0
-118.55,34.37,21.0,7010.0,1063.0,3331.0,1038.0,6.776,278100.0
-118.55,34.28,16.0,8879.0,1239.0,3468.0,1200.0,8.1125,428600.0
-118.55,34.24,21.0,5751.0,1082.0,2230.0,1016.0,4.3458,407500.0
-118.55,34.19,18.0,5862.0,1322.0,3161.0,1280.0,3.1106,170600.0
-118.55,34.03,35.0,9075.0,1858.0,3646.0,1724.0,6.0307,500001.0
-118.56,34.41,4.0,17313.0,3224.0,6902.0,2707.0,5.6798,320900.0
-118.56,34.21,13.0,8327.0,1849.0,4126.0,1773.0,3.7313,189800.0
-118.56,34.14,23.0,9657.0,1189.0,3585.0,1162.0,10.4399,500001.0
-118.57,34.29,4.0,6995.0,1151.0,2907.0,1089.0,7.0808,341200.0
-118.57,34.27,20.0,7384.0,845.0,2795.0,872.0,9.6047,500001.0
-118.57,34.2,18.0,7157.0,1869.0,4642.0,1699.0,3.1818,208000.0
-118.57,34.15,22.0,5791.0,706.0,2059.0,673.0,10.9201,500001.0
-118.57,34.09,14.0,7970.0,1142.0,2926.0,1096.0,11.2866,500001.0
-118.59,34.26,20.0,8146.0,1131.0,3562.0,1054.0,7.167,357100.0
-118.59,34.25,15.0,9716.0,2387.0,4992.0,2225.0,3.6231,193300.0
-118.59,34.23,17.0,6592.0,1525.0,4459.0,1463.0,3.0347,254500.0
-118.59,34.22,17.0,6015.0,1464.0,3056.0,1347.0,4.0077,229000.0
-118.59,34.18,7.0,11853.0,2691.0,4404.0,2447.0,4.2009,271300.0
-118.6,34.26,18.0,6154.0,1070.0,3010.0,1034.0,5.6392,271500.0
-118.6,34.23,19.0,8866.0,2355.0,5005.0,2194.0,3.2564,230300.0
-118.6,34.21,21.0,9512.0,2560.0,7282.0,2387.0,2.8039,227500.0
-118.6,34.19,16.0,14912.0,4183.0,5105.0,3302.0,2.8312,213900.0
-118.61,34.38,2.0,5989.0,883.0,1787.0,613.0,6.6916,329500.0
-118.61,34.25,16.0,8295.0,1506.0,3903.0,1451.0,5.5111,276600.0
-118.61,34.17,19.0,5944.0,1345.0,2372.0,1250.0,3.8819,328900.0
-118.62,34.26,15.0,10860.0,1653.0,4178.0,1581.0,6.3249,262100.0
-118.63,34.2,19.0,7411.0,1045.0,2814.0,950.0,6.7785,336100.0
-118.64,34.17,26.0,6767.0,903.0,2574.0,883.0,7.7846,409000.0
-118.66,35.2,7.0,9664.0,1692.0,3617.0,1370.0,4.0581,162900.0
-118.66,34.19,23.0,7544.0,1031.0,3221.0,1043.0,7.642,374900.0
-118.66,34.18,25.0,6612.0,857.0,2519.0,843.0,8.3912,419000.0
-118.66,34.02,23.0,8798.0,1465.0,2750.0,1208.0,8.7364,500001.0
-118.67,34.3,5.0,6123.0,825.0,2440.0,736.0,7.9013,393000.0
-118.67,34.16,17.0,16544.0,2206.0,6214.0,2118.0,9.1228,500001.0
-118.68,34.28,5.0,6150.0,1265.0,3188.0,1266.0,4.7034,223000.0
-118.68,34.28,17.0,6488.0,1102.0,3199.0,1070.0,5.0962,238000.0
-118.7,34.53,5.0,14275.0,2474.0,7158.0,2311.0,5.4284,236300.0
-118.72,34.14,7.0,23866.0,4407.0,9873.0,4012.0,5.4032,318500.0
-118.75,34.18,4.0,16704.0,2704.0,6187.0,2207.0,6.6122,357600.0
-118.77,34.24,6.0,16222.0,2309.0,6700.0,2080.0,6.4963,308100.0
-118.78,34.16,9.0,30405.0,4093.0,12873.0,3931.0,8.0137,399200.0
-118.8,34.19,4.0,15572.0,2222.0,5495.0,2152.0,8.6499,500001.0
-118.81,34.25,4.0,9147.0,1827.0,3950.0,1661.0,5.716,320800.0
-118.82,34.14,22.0,11668.0,1730.0,4054.0,1671.0,6.9935,385500.0
-118.83,34.33,6.0,6679.0,1164.0,3196.0,1157.0,5.4493,242600.0
-118.83,34.23,6.0,8803.0,1114.0,3385.0,1010.0,8.7288,425800.0
-118.84,34.16,18.0,6075.0,1056.0,2571.0,1018.0,5.22,399400.0
-118.84,34.11,12.0,7508.0,1058.0,2484.0,965.0,5.8788,500001.0
-118.85,34.18,11.0,5873.0,1455.0,3089.0,1365.0,3.5504,173800.0
-118.88,34.19,16.0,7268.0,1729.0,3232.0,1653.0,3.3703,228700.0
-118.88,34.02,19.0,15990.0,2611.0,5175.0,2173.0,7.7848,500001.0
-118.9,35.26,31.0,6145.0,1492.0,5666.0,1457.0,1.9066,54600.0
-118.9,34.26,5.0,25187.0,3521.0,11956.0,3478.0,6.9712,321300.0
-118.91,34.28,6.0,6106.0,1134.0,3246.0,1062.0,5.2206,280200.0
-118.94,34.24,5.0,10018.0,1233.0,4253.0,1120.0,8.9063,500001.0
-118.96,34.23,14.0,15207.0,2924.0,6301.0,2829.0,3.9699,217000.0
-118.97,34.18,18.0,7338.0,1020.0,3419.0,1058.0,7.0242,293100.0
-118.99,37.63,10.0,7744.0,1573.0,483.0,224.0,3.2917,231800.0
-118.99,34.23,9.0,10618.0,1617.0,4830.0,1606.0,6.6246,284200.0
-119.01,35.31,19.0,7092.0,1517.0,4101.0,1436.0,2.1006,74800.0
-119.01,35.3,7.0,8596.0,1597.0,4893.0,1520.0,3.9054,80900.0
-119.01,35.28,10.0,7011.0,1453.0,4163.0,1307.0,2.7659,77500.0
-119.02,35.3,10.0,7397.0,1369.0,4611.0,1310.0,3.6369,81600.0
-119.04,34.24,20.0,7794.0,1192.0,4169.0,1188.0,5.9316,311900.0
-119.04,34.23,21.0,9807.0,1614.0,4199.0,1554.0,5.0145,246600.0
-119.05,35.33,18.0,12707.0,2685.0,7009.0,2552.0,2.9438,87200.0
-119.05,35.3,9.0,10822.0,1994.0,6241.0,1906.0,4.0631,88200.0
-119.06,35.35,20.0,9351.0,2139.0,4584.0,1953.0,2.575,69900.0
-119.06,34.24,21.0,7436.0,984.0,2982.0,988.0,7.6775,391200.0
-119.07,35.33,13.0,9027.0,1901.0,4870.0,1797.0,3.406,100700.0
-119.08,35.39,10.0,6435.0,1040.0,3242.0,1030.0,5.575,132200.0
-119.08,35.36,12.0,6442.0,1116.0,2966.0,1092.0,4.5791,123400.0
-119.08,35.32,8.0,11609.0,2141.0,5696.0,2100.0,5.0012,106300.0
-119.09,35.33,9.0,7085.0,1148.0,3084.0,1052.0,4.997,142900.0
